"","x","x_2","lsoa11cd","lsoa11nm","local_authority_district_name_2019","total_stop_searches","political_control","index_of_multiple_deprivation_imd_decile","log_total_stop_searches","crime_score"
"2449",2449,2449,"E01002574","Hounslow 001D","Hounslow",14,"Labour","8",1.14612803567824,0.4
"2450",2450,2450,"E01002575","Hounslow 001E","Hounslow",7,"Labour","9",0.845098040014257,-0.2
"2451",2451,2451,"E01002576","Hounslow 008A","Hounslow",34,"Labour","4",1.53147891704226,0.6
"2452",2452,2452,"E01002577","Hounslow 007C","Hounslow",6,"Labour","7",0.778151250383644,0.4
"2453",2453,2453,"E01002578","Hounslow 007D","Hounslow",51,"Labour","8",1.70757017609794,0.5
"2454",2454,2454,"E01002579","Hounslow 008B","Hounslow",28,"Labour","8",1.44715803134222,0.4
"2455",2455,2455,"E01002580","Hounslow 008C","Hounslow",25,"Labour","4",1.39794000867204,0.6
"2456",2456,2456,"E01002581","Hounslow 008D","Hounslow",31,"Labour","7",1.49136169383427,0.6
"2457",2457,2457,"E01002582","Hounslow 008E","Hounslow",18,"Labour","7",1.25527250510331,0.3
"2458",2458,2458,"E01002583","Hounslow 013A","Hounslow",20,"Labour","4",1.30102999566398,0.8
"2459",2459,2459,"E01002584","Hounslow 013B","Hounslow",139,"Labour","5",2.14301480025409,0.2
"2460",2460,2460,"E01002585","Hounslow 013C","Hounslow",26,"Labour","3",1.41497334797082,0.2
"2461",2461,2461,"E01002586","Hounslow 013D","Hounslow",6,"Labour","6",0.778151250383644,0
"2462",2462,2462,"E01002587","Hounslow 016A","Hounslow",29,"Labour","4",1.46239799789896,0.4
"2463",2463,2463,"E01002588","Hounslow 016B","Hounslow",53,"Labour","2",1.72427586960079,-0.1
"2464",2464,2464,"E01002589","Hounslow 013E","Hounslow",42,"Labour","4",1.6232492903979,-0.3
"2465",2465,2465,"E01002590","Hounslow 022C","Hounslow",20,"Labour","5",1.30102999566398,0.4
"2466",2466,2466,"E01002591","Hounslow 024A","Hounslow",3,"Labour","4",0.477121254719662,-0.3
"2467",2467,2467,"E01002592","Hounslow 022D","Hounslow",39,"Labour","4",1.5910646070265,-0.5
"2468",2468,2468,"E01002593","Hounslow 024B","Hounslow",70,"Labour","4",1.84509804001426,0.7
"2469",2469,2469,"E01002594","Hounslow 024C","Hounslow",6,"Labour","4",0.778151250383644,0.2
"2470",2470,2470,"E01002595","Hounslow 022E","Hounslow",44,"Labour","3",1.64345267648619,0.3
"2471",2471,2471,"E01002596","Hounslow 027A","Hounslow",33,"Labour","4",1.51851393987789,0
"2472",2472,2472,"E01002598","Hounslow 025B","Hounslow",41,"Labour","4",1.61278385671974,0.8
"2473",2473,2473,"E01002599","Hounslow 025C","Hounslow",5,"Labour","4",0.698970004336019,0.6
"2474",2474,2474,"E01002600","Hounslow 025D","Hounslow",13,"Labour","3",1.11394335230684,0.5
"2475",2475,2475,"E01002601","Hounslow 027B","Hounslow",7,"Labour","6",0.845098040014257,0.2
"2476",2476,2476,"E01002602","Hounslow 027C","Hounslow",10,"Labour","6",1,-0.4
"2477",2477,2477,"E01002603","Hounslow 025E","Hounslow",43,"Labour","3",1.63346845557959,0.3
"2478",2478,2478,"E01002604","Hounslow 026A","Hounslow",37,"Labour","2",1.56820172406699,0.6
"2479",2479,2479,"E01002605","Hounslow 026B","Hounslow",11,"Labour","3",1.04139268515823,0.7
"2480",2480,2480,"E01002606","Hounslow 026C","Hounslow",23,"Labour","2",1.36172783601759,0.1
"2481",2481,2481,"E01002607","Hounslow 026D","Hounslow",48,"Labour","5",1.68124123737559,0.2
"2482",2482,2482,"E01002608","Hounslow 028A","Hounslow",83,"Labour","3",1.91907809237607,1.1
"2483",2483,2483,"E01002609","Hounslow 028B","Hounslow",16,"Labour","6",1.20411998265592,0.4
"2484",2484,2484,"E01002610","Hounslow 028C","Hounslow",14,"Labour","3",1.14612803567824,0.6
"2485",2485,2485,"E01002611","Hounslow 024D","Hounslow",112,"Labour","5",2.04921802267018,0.7
"2486",2486,2486,"E01002612","Hounslow 024E","Hounslow",166,"Labour","3",2.22010808804005,1
"2487",2487,2487,"E01002613","Hounslow 024F","Hounslow",13,"Labour","5",1.11394335230684,-0.2
"2488",2488,2488,"E01002614","Hounslow 027D","Hounslow",20,"Labour","6",1.30102999566398,-0.5
"2489",2489,2489,"E01002615","Hounslow 026E","Hounslow",49,"Labour","2",1.69019608002851,0.4
"2490",2490,2490,"E01002616","Hounslow 027E","Hounslow",87,"Labour","6",1.93951925261862,-0.1
"2491",2491,2491,"E01002617","Hounslow 028D","Hounslow",10,"Labour","7",1,-0.3
"2492",2492,2492,"E01002618","Hounslow 011A","Hounslow",3,"Labour","6",0.477121254719662,0.3
"2493",2493,2493,"E01002619","Hounslow 010A","Hounslow",13,"Labour","5",1.11394335230684,0.5
"2494",2494,2494,"E01002620","Hounslow 004A","Hounslow",63,"Labour","4",1.79934054945358,0.7
"2495",2495,2495,"E01002621","Hounslow 011B","Hounslow",109,"Labour","5",2.03742649794062,0.1
"2496",2496,2496,"E01002622","Hounslow 010B","Hounslow",36,"Labour","4",1.55630250076729,1
"2497",2497,2497,"E01002623","Hounslow 011C","Hounslow",20,"Labour","3",1.30102999566398,0.5
"2498",2498,2498,"E01002624","Hounslow 017A","Hounslow",111,"Labour","4",2.04532297878666,0.5
"2499",2499,2499,"E01002625","Hounslow 004B","Hounslow",12,"Labour","6",1.07918124604762,0
"2500",2500,2500,"E01002626","Hounslow 004C","Hounslow",44,"Labour","5",1.64345267648619,0.9
"2501",2501,2501,"E01002627","Hounslow 004D","Hounslow",4,"Labour","3",0.602059991327962,-0.5
"2502",2502,2502,"E01002628","Hounslow 011D","Hounslow",29,"Labour","6",1.46239799789896,0.4
"2503",2503,2503,"E01002629","Hounslow 011E","Hounslow",52,"Labour","4",1.7160033436348,0.4
"2504",2504,2504,"E01002630","Hounslow 012A","Hounslow",196,"Labour","6",2.29225607135648,0.5
"2505",2505,2505,"E01002631","Hounslow 004E","Hounslow",7,"Labour","4",0.845098040014257,0.3
"2506",2506,2506,"E01002632","Hounslow 010C","Hounslow",75,"Labour","5",1.8750612633917,1
"2507",2507,2507,"E01002633","Hounslow 005A","Hounslow",129,"Labour","2",2.11058971029925,0.1
"2508",2508,2508,"E01002634","Hounslow 005B","Hounslow",126,"Labour","3",2.10037054511756,0.6
"2509",2509,2509,"E01002635","Hounslow 010D","Hounslow",74,"Labour","5",1.86923171973098,1.1
"2510",2510,2510,"E01002636","Hounslow 010E","Hounslow",20,"Labour","6",1.30102999566398,0.1
"2511",2511,2511,"E01002637","Hounslow 005C","Hounslow",98,"Labour","3",1.99122607569249,0.5
"2512",2512,2512,"E01002638","Hounslow 005D","Hounslow",15,"Labour","3",1.17609125905568,1
"2513",2513,2513,"E01002639","Hounslow 012B","Hounslow",5,"Labour","6",0.698970004336019,0.5
"2514",2514,2514,"E01002640","Hounslow 012C","Hounslow",50,"Labour","5",1.69897000433602,1.4
"2515",2515,2515,"E01002641","Hounslow 018A","Hounslow",250,"Labour","4",2.39794000867204,1.4
"2516",2516,2516,"E01002642","Hounslow 015A","Hounslow",89,"Labour","5",1.94939000664491,0.7
"2517",2517,2517,"E01002643","Hounslow 015B","Hounslow",88,"Labour","4",1.94448267215017,0.4
"2518",2518,2518,"E01002645","Hounslow 015C","Hounslow",297,"Labour","4",2.47275644931721,1.2
"2519",2519,2519,"E01002646","Hounslow 017B","Hounslow",137,"Labour","3",2.13672056715641,0.2
"2520",2520,2520,"E01002647","Hounslow 021A","Hounslow",40,"Labour","4",1.60205999132796,0.4
"2521",2521,2521,"E01002648","Hounslow 018C","Hounslow",69,"Labour","5",1.83884909073726,0.9
"2522",2522,2522,"E01002649","Hounslow 018D","Hounslow",20,"Labour","3",1.30102999566398,0.7
"2523",2523,2523,"E01002650","Hounslow 021B","Hounslow",306,"Labour","4",2.48572142648158,0.3
"2524",2524,2524,"E01002651","Hounslow 021C","Hounslow",11,"Labour","5",1.04139268515823,0.4
"2525",2525,2525,"E01002652","Hounslow 021D","Hounslow",5,"Labour","5",0.698970004336019,0.6
"2526",2526,2526,"E01002653","Hounslow 019A","Hounslow",16,"Labour","6",1.20411998265592,-0.2
"2527",2527,2527,"E01002654","Hounslow 019B","Hounslow",5,"Labour","6",0.698970004336019,0.1
"2528",2528,2528,"E01002655","Hounslow 019C","Hounslow",22,"Labour","7",1.34242268082221,0.2
"2529",2529,2529,"E01002656","Hounslow 019D","Hounslow",6,"Labour","6",0.778151250383644,-0.4
"2530",2530,2530,"E01002657","Hounslow 018E","Hounslow",10,"Labour","8",1,0
"2531",2531,2531,"E01002658","Hounslow 015D","Hounslow",5,"Labour","8",0.698970004336019,0.3
"2532",2532,2532,"E01002659","Hounslow 019E","Hounslow",35,"Labour","6",1.54406804435028,-0.4
"2533",2533,2533,"E01002660","Hounslow 016C","Hounslow",63,"Labour","5",1.79934054945358,0.5
"2534",2534,2534,"E01002661","Hounslow 016D","Hounslow",75,"Labour","6",1.8750612633917,0.3
"2535",2535,2535,"E01002662","Hounslow 017C","Hounslow",647,"Labour","6",2.8109042806687,0.7
"2536",2536,2536,"E01002663","Hounslow 017D","Hounslow",31,"Labour","4",1.49136169383427,0.3
"2537",2537,2537,"E01002664","Hounslow 017E","Hounslow",97,"Labour","3",1.98677173426624,1
"2538",2538,2538,"E01002665","Hounslow 016E","Hounslow",50,"Labour","4",1.69897000433602,0.1
"2539",2539,2539,"E01002666","Hounslow 021E","Hounslow",21,"Labour","5",1.32221929473392,0
"2540",2540,2540,"E01002667","Hounslow 020A","Hounslow",32,"Labour","5",1.50514997831991,0.6
"2541",2541,2541,"E01002668","Hounslow 014A","Hounslow",35,"Labour","6",1.54406804435028,0.2
"2542",2542,2542,"E01002669","Hounslow 014B","Hounslow",21,"Labour","2",1.32221929473392,0.1
"2543",2543,2543,"E01002670","Hounslow 020B","Hounslow",26,"Labour","6",1.41497334797082,0.4
"2544",2544,2544,"E01002671","Hounslow 020C","Hounslow",4,"Labour","5",0.602059991327962,0.3
"2545",2545,2545,"E01002672","Hounslow 020D","Hounslow",79,"Labour","3",1.89762709129044,0.3
"2546",2546,2546,"E01002673","Hounslow 020E","Hounslow",3,"Labour","1 (most deprived)",0.477121254719662,0.5
"2547",2547,2547,"E01002674","Hounslow 012D","Hounslow",3,"Labour","6",0.477121254719662,0.1
"2548",2548,2548,"E01002675","Hounslow 009A","Hounslow",10,"Labour","7",1,0.4
"2549",2549,2549,"E01002676","Hounslow 012E","Hounslow",46,"Labour","6",1.66275783168157,0.9
"2550",2550,2550,"E01002677","Hounslow 015E","Hounslow",71,"Labour","5",1.85125834871908,0.7
"2551",2551,2551,"E01002678","Hounslow 009B","Hounslow",70,"Labour","7",1.84509804001426,-0.4
"2552",2552,2552,"E01002679","Hounslow 009C","Hounslow",35,"Labour","7",1.54406804435028,-0.4
"2553",2553,2553,"E01002680","Hounslow 009D","Hounslow",68,"Labour","6",1.83250891270624,0.7
"2554",2554,2554,"E01002681","Hounslow 014C","Hounslow",31,"Labour","4",1.49136169383427,1.1
"2555",2555,2555,"E01002682","Hounslow 014D","Hounslow",131,"Labour","5",2.11727129565576,0.6
"2556",2556,2556,"E01002683","Hounslow 014E","Hounslow",17,"Labour","7",1.23044892137827,0.1
"2557",2557,2557,"E01002684","Hounslow 006D","Hounslow",221,"Labour","4",2.34439227368511,0.3
"2558",2558,2558,"E01002686","Hounslow 006E","Hounslow",39,"Labour","2",1.5910646070265,0.9
"2559",2559,2559,"E01002687","Hounslow 029A","Hounslow",22,"Labour","7",1.34242268082221,0.5
"2560",2560,2560,"E01002689","Hounslow 007E","Hounslow",8,"Labour","5",0.903089986991944,0
"2561",2561,2561,"E01002690","Hounslow 007F","Hounslow",12,"Labour","8",1.07918124604762,-0.1
"2562",2562,2562,"E01002691","Hounslow 029B","Hounslow",18,"Labour","8",1.25527250510331,-0.9
"2563",2563,2563,"E01002692","Hounslow 029C","Hounslow",144,"Labour","6",2.15836249209525,0
"2564",2564,2564,"E01002693","Hounslow 029D","Hounslow",41,"Labour","6",1.61278385671974,0.6
"2565",2565,2565,"E01002694","Islington 019A","Islington",33,"Labour","2",1.51851393987789,0.6
"2566",2566,2566,"E01002695","Islington 021A","Islington",137,"Labour","4",2.13672056715641,0.6
"2567",2567,2567,"E01002696","Islington 020A","Islington",128,"Labour","5",2.10720996964787,0.6
"2568",2568,2568,"E01002697","Islington 019B","Islington",87,"Labour","3",1.93951925261862,0.7
"2569",2569,2569,"E01002698","Islington 017A","Islington",58,"Labour","6",1.76342799356294,-0.4
"2570",2570,2570,"E01002699","Islington 017B","Islington",23,"Labour","5",1.36172783601759,-0.3
"2571",2571,2571,"E01002700","Islington 017C","Islington",35,"Labour","7",1.54406804435028,0.5
"2572",2572,2572,"E01002701","Islington 023A","Islington",26,"Labour","3",1.41497334797082,0.1
"2573",2573,2573,"E01002702","Islington 023B","Islington",32,"Labour","3",1.50514997831991,0.6
"2574",2574,2574,"E01002703","Islington 023C","Islington",8,"Labour","3",0.903089986991944,0.4
"2575",2575,2575,"E01002704","Islington 023D","Islington",137,"Labour","4",2.13672056715641,-0.6
"2576",2576,2576,"E01002706","Islington 023E","Islington",30,"Labour","4",1.47712125471966,0.4
"2577",2577,2577,"E01002707","Islington 022B","Islington",57,"Labour","4",1.75587485567249,0.3
"2578",2578,2578,"E01002708","Islington 015A","Islington",128,"Labour","3",2.10720996964787,0.7
"2579",2579,2579,"E01002709","Islington 019C","Islington",35,"Labour","2",1.54406804435028,0.6
"2580",2580,2580,"E01002710","Islington 019D","Islington",141,"Labour","3",2.14921911265538,0.3
"2581",2581,2581,"E01002711","Islington 021B","Islington",184,"Labour","4",2.26481782300954,-0.2
"2582",2582,2582,"E01002712","Islington 015B","Islington",48,"Labour","3",1.68124123737559,0.6
"2583",2583,2583,"E01002713","Islington 015C","Islington",39,"Labour","1 (most deprived)",1.5910646070265,1
"2584",2584,2584,"E01002714","Islington 017D","Islington",86,"Labour","7",1.93449845124357,0.3
"2585",2585,2585,"E01002715","Islington 019E","Islington",72,"Labour","2",1.85733249643127,0.5
"2586",2586,2586,"E01002716","Islington 014A","Islington",64,"Labour","2",1.80617997398389,0.5
"2587",2587,2587,"E01002717","Islington 016A","Islington",8,"Labour","4",0.903089986991944,0.8
"2588",2588,2588,"E01002719","Islington 016B","Islington",39,"Labour","6",1.5910646070265,0.7
"2589",2589,2589,"E01002720","Islington 016C","Islington",36,"Labour","2",1.55630250076729,0.5
"2590",2590,2590,"E01002721","Islington 014C","Islington",40,"Labour","3",1.60205999132796,0.8
"2591",2591,2591,"E01002722","Islington 018A","Islington",19,"Labour","2",1.27875360095283,0.9
"2592",2592,2592,"E01002723","Islington 022C","Islington",74,"Labour","3",1.86923171973098,0.4
"2593",2593,2593,"E01002724","Islington 022D","Islington",83,"Labour","6",1.91907809237607,-0.5
"2594",2594,2594,"E01002725","Islington 022E","Islington",18,"Labour","3",1.25527250510331,0.4
"2595",2595,2595,"E01002726","Islington 022F","Islington",111,"Labour","4",2.04532297878666,0.2
"2596",2596,2596,"E01002727","Islington 021C","Islington",21,"Labour","4",1.32221929473392,0.5
"2597",2597,2597,"E01002728","Islington 021D","Islington",100,"Labour","3",2,1.1
"2598",2598,2598,"E01002729","Islington 021E","Islington",23,"Labour","3",1.36172783601759,0.7
"2599",2599,2599,"E01002730","Islington 007A","Islington",37,"Labour","3",1.56820172406699,1.6
"2600",2600,2600,"E01002731","Islington 007B","Islington",150,"Labour","4",2.17609125905568,1.2
"2601",2601,2601,"E01002732","Islington 005A","Islington",82,"Labour","1 (most deprived)",1.91381385238372,1.4
"2602",2602,2602,"E01002733","Islington 007C","Islington",13,"Labour","5",1.11394335230684,1
"2603",2603,2603,"E01002734","Islington 005B","Islington",406,"Labour","2",2.60852603357719,1.6
"2604",2604,2604,"E01002735","Islington 003A","Islington",64,"Labour","2",1.80617997398389,1.1
"2605",2605,2605,"E01002736","Islington 005C","Islington",39,"Labour","1 (most deprived)",1.5910646070265,0.9
"2606",2606,2606,"E01002737","Islington 005D","Islington",20,"Labour","2",1.30102999566398,0.4
"2607",2607,2607,"E01002738","Islington 009A","Islington",19,"Labour","4",1.27875360095283,0.8
"2608",2608,2608,"E01002739","Islington 013A","Islington",81,"Labour","6",1.90848501887865,0.5
"2609",2609,2609,"E01002740","Islington 013B","Islington",58,"Labour","6",1.76342799356294,1
"2610",2610,2610,"E01002741","Islington 009B","Islington",24,"Labour","2",1.38021124171161,0.6
"2611",2611,2611,"E01002742","Islington 006A","Islington",25,"Labour","6",1.39794000867204,0.7
"2612",2612,2612,"E01002743","Islington 009C","Islington",7,"Labour","5",0.845098040014257,0.4
"2613",2613,2613,"E01002744","Islington 009D","Islington",42,"Labour","5",1.6232492903979,0.2
"2614",2614,2614,"E01002745","Islington 013C","Islington",11,"Labour","6",1.04139268515823,0.5
"2615",2615,2615,"E01002747","Islington 006B","Islington",194,"Labour","7",2.28780172993023,-0.9
"2616",2616,2616,"E01002748","Islington 006C","Islington",82,"Labour","2",1.91381385238372,1.6
"2617",2617,2617,"E01002749","Islington 006D","Islington",30,"Labour","4",1.47712125471966,0.5
"2618",2618,2618,"E01002751","Islington 005E","Islington",16,"Labour","2",1.20411998265592,0.6
"2619",2619,2619,"E01002752","Islington 009E","Islington",35,"Labour","4",1.54406804435028,0.4
"2620",2620,2620,"E01002753","Islington 002A","Islington",44,"Labour","3",1.64345267648619,0.6
"2621",2621,2621,"E01002754","Islington 002B","Islington",7,"Labour","6",0.845098040014257,0.7
"2622",2622,2622,"E01002755","Islington 001A","Islington",38,"Labour","2",1.57978359661681,0.9
"2623",2623,2623,"E01002756","Islington 001B","Islington",7,"Labour","3",0.845098040014257,1
"2624",2624,2624,"E01002757","Islington 002C","Islington",3,"Labour","4",0.477121254719662,0.3
"2625",2625,2625,"E01002758","Islington 001C","Islington",87,"Labour","1 (most deprived)",1.93951925261862,0.7
"2626",2626,2626,"E01002759","Islington 002D","Islington",30,"Labour","5",1.47712125471966,0.2
"2627",2627,2627,"E01002760","Islington 002E","Islington",30,"Labour","2",1.47712125471966,0.5
"2628",2628,2628,"E01002762","Islington 011C","Islington",95,"Labour","5",1.97772360528885,0.6
"2629",2629,2629,"E01002763","Islington 007D","Islington",40,"Labour","3",1.60205999132796,1.2
"2630",2630,2630,"E01002764","Islington 010A","Islington",66,"Labour","3",1.81954393554187,0.9
"2631",2631,2631,"E01002765","Islington 015D","Islington",73,"Labour","3",1.86332286012046,0.2
"2632",2632,2632,"E01002766","Islington 015E","Islington",14,"Labour","3",1.14612803567824,0.4
"2633",2633,2633,"E01002767","Islington 011D","Islington",32,"Labour","2",1.50514997831991,0.9
"2634",2634,2634,"E01002768","Islington 004A","Islington",42,"Labour","3",1.6232492903979,0.5
"2635",2635,2635,"E01002769","Islington 008A","Islington",45,"Labour","5",1.65321251377534,0.7
"2636",2636,2636,"E01002770","Islington 004B","Islington",67,"Labour","3",1.82607480270083,1
"2637",2637,2637,"E01002771","Islington 004C","Islington",47,"Labour","3",1.67209785793572,0.9
"2638",2638,2638,"E01002772","Islington 002F","Islington",45,"Labour","3",1.65321251377534,1
"2639",2639,2639,"E01002773","Islington 004D","Islington",1,"Labour","1 (most deprived)",0,2.1
"2640",2640,2640,"E01002774","Islington 004E","Islington",11,"Labour","3",1.04139268515823,1.3
"2641",2641,2641,"E01002775","Islington 014D","Islington",42,"Labour","4",1.6232492903979,0.6
"2642",2642,2642,"E01002776","Islington 014E","Islington",22,"Labour","3",1.34242268082221,0.5
"2643",2643,2643,"E01002777","Islington 012A","Islington",13,"Labour","3",1.11394335230684,0.6
"2644",2644,2644,"E01002778","Islington 012B","Islington",27,"Labour","2",1.43136376415899,1.3
"2645",2645,2645,"E01002779","Islington 012C","Islington",29,"Labour","5",1.46239799789896,0.9
